,Nature mutation,Valeur fonciere,Type de voie,Code postal,Commune,Code departement,Code commune,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain,month,year,Prix m2 moyen region,Prix m2 moyen commune,latitude,longitude
402953,Vente,411000.0,ALL,83500.0,LA SEYNE SUR MER,83,126,2,2.0,Appartement,119.0,4.0,0,0.0,7,2018,3026.020634453522,2859.699378595511,43.0880294967,5.87089841754
1263497,Vente,50000.0,RUE,47360.0,PRAYSSAS,47,213,0,1.0,Maison,60.0,3.0,1,1206.0,1,2020,1291.755341915005,921.8656462585034,44.2940807275,0.514265870524
1139689,Vente,173000.0,PL,26100.0,ROMANS-SUR-ISERE,26,281,3,2.0,Appartement,110.0,4.0,0,0.0,6,2020,1947.9134753704864,1688.879284128316,45.0547531985,5.03797756012
845307,Vente,80200.0,AV,65000.0,TARBES,65,440,1,2.0,Appartement,61.0,3.0,0,0.0,6,2019,1559.2563819233624,1296.5025620676754,43.2347859635,0.0660093937851
1496157,Vente,260000.0,RUE,92320.0,CHATILLON,92,20,2,2.0,Appartement,61.0,4.0,0,0.0,6,2020,6546.771663192075,5643.749380769584,48.8034091756,2.28799131883
1912851,Vente,141000.0,RUE,89500.0,VILLENEUVE SUR YONNE,89,464,0,1.0,Maison,85.0,4.0,1,1100.0,5,2021,1311.1455525098588,1387.3527862294227,48.0817729554,3.3198884982
1249757,Vente,270000.0,PL,44310.0,ST-PHILBERT-DE-GRAND-LIEU,44,188,0,1.0,Maison,115.0,6.0,1,323.0,10,2020,2812.51662790784,2195.9513501072115,47.0602912538,-1.65711361304
473735,Vente,233000.0,AV,95100.0,ARGENTEUIL,95,18,0,1.0,Maison,52.0,3.0,1,310.0,9,2018,3200.7725458610776,3254.5131250375725,48.9511344629,2.2410409502
1656974,Vente,64900.0,RUE,32160.0,COULOUME-MONDEBAT,32,109,0,1.0,Maison,71.0,2.0,1,880.0,11,2021,1407.6684795516085,819.3610941008369,43.6352147895,0.114016958736
1141098,Vente,69000.0,AV,26000.0,VALENCE,26,362,1,2.0,Appartement,27.0,1.0,0,0.0,10,2020,1947.9134753704864,2057.610388078061,44.9229811667,4.91444013136
438968,Vente,216300.0,CHE,91410.0,DOURDAN,91,200,1,2.0,Appartement,62.0,3.0,0,0.0,4,2018,3070.8236620285943,2851.195891820525,48.5359351532,1.99430156785
425503,Vente,60000.0,RUE,87600.0,ROCHECHOUART,87,126,0,1.0,Maison,100.0,6.0,1,1120.0,12,2018,1192.7031277708747,872.4010909886663,45.8236032815,0.84280512319
372474,Vente,225000.0,RUE,77710.0,VILLEMARECHAL,77,504,0,1.0,Maison,101.0,4.0,1,521.0,10,2018,2712.1253674670875,1793.620903686294,48.2716975707,2.86854814458
1855841,Vente,261250.0,RUE,77370.0,FONTENAILLES,77,191,0,1.0,Maison,125.0,4.0,1,440.0,4,2021,3049.7982145495107,2747.822641509434,48.5324483364,2.92730889492
122561,Vente,35000.0,CHE,30120.0,LE VIGAN,30,350,0,1.0,Maison,15.0,1.0,1,78.0,7,2018,2051.3576256639235,1198.5115464678388,43.9886565575,3.62522883405
1234220,Vente,130000.0,AV,41290.0,OUCQUES LA NOUVELLE,41,171,0,1.0,Maison,113.0,6.0,1,876.0,9,2020,1315.6667591805829,897.449729672381,47.8191691674,1.29908240443
1306411,Vente,154000.0,AV,59155.0,FACHES THUMESNIL,59,220,0,1.0,Maison,118.0,6.0,1,222.0,3,2020,1968.1048385144584,2210.858518746265,50.593618421,3.07229537426
363199,Vente,153189.0,RUE,76620.0,LE HAVRE,76,351,0,1.0,Maison,77.0,4.0,1,208.0,4,2018,1849.0727098273976,1909.0678637570563,49.498452502,0.140153719153
1256553,Vente,50000.0,IMP,44170.0,JANS,44,76,0,1.0,Maison,105.0,3.0,1,80.0,10,2020,2812.51662790784,927.6672232164392,47.6241270257,-1.60441413686
1339580,Vente,27000.0,RUE,61160.0,TRUN,61,494,1,2.0,Appartement,47.0,2.0,0,0.0,10,2020,1124.6029138912577,795.6877783291714,48.8509334132,0.0461785983021
1610454,Vente,177500.0,RUE,22340.0,PAULE,22,163,0,1.0,Maison,115.0,3.0,1,925.0,9,2021,1791.6960745534402,1084.4083921911094,48.2274085967,-3.46128178015
822122,Vente,143000.0,RUE,62320.0,ROUVROY,62,724,0,1.0,Maison,85.0,5.0,1,400.0,8,2019,1557.9590705330434,1521.4878223841824,50.3992080459,2.90489431252
159111,Vente,89770.0,RUE,34460.0,ROQUEBRUN,34,232,0,1.0,Maison,72.0,3.0,1,305.0,6,2018,2455.2069794897325,1836.070174038924,43.5055301367,3.01020767963
524440,Vente,119900.0,RUE,8090.0,MONTCY NOTRE DAME,8,298,0,1.0,Maison,75.0,4.0,1,358.0,3,2019,1105.8797596661518,1294.9556369817597,49.7906751202,4.74345986239
1640022,Vente,195000.0,RUE,29800.0,LANDERNEAU,29,103,0,1.0,Maison,84.0,5.0,1,241.0,12,2021,1895.38258333154,1941.2422123593497,48.4507528968,-4.2643453824
342039,Vente,109550.0,RUE,72100.0,LE MANS,72,181,0,1.0,Maison,63.0,4.0,1,443.0,4,2018,1348.0127236792684,1642.118673496717,47.9885256718,0.200030493539
556072,Vente,12000.0,RUE,14220.0,CULEY-LE-PATRY,14,211,0,1.0,Maison,65.0,3.0,1,80.0,4,2019,2172.41313705498,1662.8293156374143,48.9563571016,-0.531158873693
1425206,Vente,200000.0,RUE,78380.0,BOUGIVAL,78,92,5,2.0,Appartement,54.0,2.0,0,0.0,2,2020,3743.241225182282,4735.3207842496,48.8635986439,2.13760707765
1532764,Vente,338443.0,RUE,75017.0,PARIS 17,75,117,1,2.0,Appartement,32.0,2.0,0,0.0,8,2020,10029.465888752233,9886.009484813145,48.8873371665,2.30748555949
1304987,Vente,95000.0,RUE,58130.0,VAUX D'AMOGNES,58,204,0,1.0,Maison,130.0,3.0,1,512.0,11,2020,988.9348643220032,776.8979386626446,47.0613273631,3.30090661535
737584,Vente,97333.0,RUE,45130.0,MEUNG-SUR-LOIRE,45,203,0,1.0,Maison,88.0,5.0,1,346.0,6,2019,1758.365498712963,1680.3756425721956,47.8397230739,1.69811579508
1636716,Vente,249600.0,RUE,29830.0,PLOUDALMEZEAU,29,178,0,1.0,Maison,107.0,5.0,1,614.0,3,2021,1895.38258333154,1992.3155799997887,48.5380194426,-4.66954529014
457065,Vente,250000.0,RUE,93250.0,VILLEMOMBLE,93,77,0,1.0,Maison,35.0,2.0,1,195.0,1,2018,3707.340632937853,3777.3089595026768,48.8848370021,2.50893406035
1408449,Vente,59000.0,RUE,76470.0,LE TREPORT,76,711,0,1.0,Maison,78.0,4.0,1,91.0,7,2020,1973.9442708376116,1713.9096357543503,50.053376282,1.372617602
1587639,Vente,115000.0,BD,14100.0,LISIEUX,14,366,0,1.0,Maison,113.0,6.0,1,238.0,3,2021,2677.3409209915108,1647.6518429906464,49.1466628463,0.238274840452
1295279,Vente,12000.0,RUE,55290.0,MANDRES EN BARROIS,55,315,0,1.0,Maison,59.0,2.0,1,520.0,7,2020,948.3174985419018,294.9449152542373,48.4962208596,5.39267614836
1496673,Vente,155000.0,AV,92160.0,ANTONY,92,2,2,2.0,Appartement,42.0,2.0,0,0.0,9,2020,6546.771663192075,5058.350089652376,48.7503412602,2.2993268102
1638726,Vente,50000.0,RUE,29800.0,PLOUEDERN,29,181,0,1.0,Maison,77.0,3.0,1,377.0,8,2021,1895.38258333154,1731.340433116159,48.4827412998,-4.25245153196
621103,Vente,290200.0,RUE,29200.0,BREST,29,19,0,1.0,Maison,110.0,5.0,1,688.0,5,2019,1539.5439712293175,1539.1982777488272,48.4004997828,-4.5027907853
463787,Vente,236000.0,RUE,94130.0,NOGENT-SUR-MARNE,94,52,3,2.0,Appartement,52.0,3.0,0,0.0,1,2018,4499.771925738402,5303.768289532743,48.8366634713,2.48166741533
1270548,Vente,193000.0,RUE,49280.0,SAINT-LEGER-SOUS-CHOLET,49,299,0,1.0,Maison,88.0,5.0,1,788.0,5,2020,1857.4182176390789,1925.6963463176169,47.1022853762,-0.904193715243
1205160,Vente,197500.0,RUE,35750.0,IFFENDIC,35,133,0,1.0,Maison,101.0,5.0,1,400.0,12,2020,2386.624782243987,1522.4978100786132,48.1137342706,-2.02411746064
1942971,Vente,236000.0,RUE,97310.0,KOUROU,973,4,0,1.0,Maison,103.0,5.0,0,263.0,1,2021,2293.808490689717,2019.580845937105,4.93360677012,-52.7663314416
869659,Vente,23500.0,RUE,71100.0,CHALON-SUR-SAONE,71,76,1,2.0,Appartement,27.0,1.0,0,0.0,6,2019,1282.6666612828176,1321.0794598210575,46.7900288793,4.85191555008
976856,Vente,394000.0,RUE,91300.0,MASSY,91,377,0,1.0,Maison,113.0,6.0,1,152.0,4,2019,3141.1953876041293,3555.859045649652,48.7277896426,2.27513131903
1049897,Vente,158200.0,RUE,4200.0,CUREL,4,67,0,1.0,Maison,93.0,4.0,1,1031.0,3,2020,1998.7096890002028,1654.1739980449656,44.1766055073,5.67267464668
817579,Vente,218500.0,RUE,60530.0,FRESNOY EN THELLE,60,259,0,1.0,Maison,88.0,4.0,1,349.0,8,2019,2113.8577232933358,1943.6035612855449,49.1990973717,2.26218558295
1713421,Vente,40000.0,PL,43320.0,LE VERNET,43,260,0,1.0,Maison,60.0,2.0,1,284.0,12,2021,1265.449008392539,572.9166666666666,45.0385735501,3.66238494498
380023,Vente,75500.0,RUE,78780.0,MAURECOURT,78,382,2,2.0,Appartement,21.0,1.0,0,0.0,1,2018,3577.6967096557737,3587.910375336807,48.998753885,2.05297771853
177240,Vente,26000.0,RUE,37600.0,SAINT FLOVIER,37,218,0,1.0,Maison,66.0,3.0,1,273.0,1,2018,1951.6906606025989,598.0752715404615,46.9710693566,1.02123750172
21988,Vente,290000.0,CHE,6520.0,GRASSE,6,69,4,2.0,Appartement,81.0,3.0,0,0.0,6,2018,3717.7486801083337,2441.897061222355,43.655639428,6.93190508233
391596,Vente,80000.0,RUE,80100.0,ABBEVILLE,80,1,0,1.0,Maison,79.0,4.0,1,188.0,12,2018,1588.9767374715157,1310.7096644198302,50.1083582944,1.83209170207
82401,Vente,305000.0,RUE,21800.0,CHEVIGNY-SAINT-SAUVEUR,21,171,0,1.0,Maison,145.0,5.0,0,516.0,12,2018,1826.911242637207,2102.12427978957,47.2999007268,5.13656967893
964456,Vente,80000.0,RUE,87500.0,ST YRIEIX LA PERCHE,87,187,0,1.0,Maison,148.0,5.0,1,658.0,9,2019,1203.524979567434,1007.2160679158636,45.5251111514,1.20386934296
1282870,Vente,423000.0,RUE,51390.0,ROSNAY,51,468,0,1.0,Maison,170.0,6.0,1,462.0,11,2020,1928.5651554887884,2157.812046594536,49.2565896564,3.85701228085
656948,Vente,110000.0,RUE,33810.0,AMBES,33,4,0,1.0,Maison,70.0,3.0,0,356.0,9,2019,3079.166238678895,1883.2309152933008,45.0115337381,-0.548307688841
621456,Vente,1000.0,RUE,29810.0,PLOUARZEL,29,177,0,3.0,Dépendance,0.0,0.0,1,8.0,7,2019,1539.5439712293175,1822.135536799797,48.4388139541,-4.72098791588
17161,Vente,135000.0,RUE,6300.0,NICE,6,88,1,2.0,Appartement,43.0,2.0,0,0.0,12,2018,3717.7486801083337,3756.780183199628,43.7119992661,7.23826889465
544013,Vente,66000.0,RUE,13005.0,MARSEILLE 5EME,13,205,1,2.0,Appartement,19.0,1.0,0,0.0,12,2019,2905.757008219019,2633.600974566474,43.2928061953,5.3975770959
1725556,Vente,100000.0,RUE,45230.0,SAINTE-GENEVIEVE-DES-BOIS,45,278,0,1.0,Maison,85.0,5.0,1,366.0,4,2021,1926.7813248541463,1310.6250901995193,47.8115452338,2.79379001836
951936,Vente,165700.0,RUE,85000.0,ROCHE SUR YON (LA),85,191,0,1.0,Maison,85.0,4.0,1,558.0,12,2019,2032.8651790470667,1823.3270413828825,46.6675261644,-1.4077954093
1862916,Vente,195000.0,BD,77600.0,BUSSY-SAINT-GEORGES,77,58,1,2.0,Appartement,51.0,2.0,0,0.0,12,2021,3049.7982145495107,4215.721959208933,48.8308269318,2.7225014237
1691776,Vente,119998.0,RUE,37340.0,GIZEUX,37,112,0,1.0,Maison,78.0,3.0,1,701.0,8,2021,2223.7204161359778,1266.333776730516,47.3894530946,0.187822505403
321440,Vente,195000.0,AV,66700.0,ARGELES SUR MER,66,8,0,1.0,Maison,72.0,4.0,1,208.0,11,2018,1914.9416135955369,2557.5716828990926,42.5352193463,3.02429862885
1074505,Vente,80000.0,RUE,11300.0,LIMOUX,11,206,0,1.0,Maison,80.0,5.0,1,41.0,10,2020,1616.944898180507,1196.3440112118628,43.0499293279,2.23958811407
749056,Vente,120000.0,RUE,49600.0,BEAUPREAU-EN-MAUGES,49,23,0,1.0,Maison,99.0,5.0,1,524.0,5,2019,1755.9858874791528,1338.0504052374251,47.2125984545,-0.983619028639
1560704,Vente,15000.0,RUE,8000.0,CHARLEVILLE-MEZIERES,8,105,0,4.0,Local industriel. commercial ou assimilé,140.0,0.0,1,400.0,6,2021,1234.3333327825726,1400.9648120225145,49.7752965803,4.71724655966
286812,Vente,130000.0,RUE,60000.0,BEAUVAIS,60,57,1,2.0,Appartement,71.0,3.0,0,0.0,12,2018,2059.760120150004,1771.8154699168997,49.4365523321,2.08616123661
386338,Vente,114900.0,RUE,79370.0,MOUGON-THORIGNE,79,185,0,1.0,Maison,65.0,3.0,1,396.0,10,2018,1153.6641731787952,1255.338910403004,46.2907364441,-0.296041998938
505422,Vente,64000.0,RUE,3200.0,VICHY,3,310,0,1.0,Maison,81.0,4.0,1,106.0,6,2019,1064.4188676806125,1317.4697528182494,46.1300051383,3.42442081174
1289381,Vente,104000.0,RUE,54740.0,LANEUVEVILLE-DEVANT-BAYON,54,299,0,1.0,Maison,105.0,3.0,1,638.0,4,2020,1668.699541329546,697.4439775910364,48.4708279009,6.26388852498
1417117,Vente,330000.0,RUE,77310.0,SAINT-FARGEAU-PONTHIERRY,77,407,0,1.0,Maison,99.0,5.0,1,665.0,10,2020,2850.475936242308,3035.8029741795963,48.5390914714,2.52499710746
1704442,Vente,240000.0,AV,40130.0,CAPBRETON,40,65,1,2.0,Appartement,29.0,1.0,0,0.0,12,2021,2663.581052280494,5065.650454640881,43.6323255498,-1.42907243956
1339953,Vente,100000.0,RUE,61160.0,SAINT-LAMBERT-SUR-DIVE,61,413,0,1.0,Maison,86.0,4.0,1,70.0,11,2020,1124.6029138912577,1090.8293111013602,48.8296369621,0.0905725341208
1078530,Vente,34500.0,RUE,12000.0,RODEZ,12,202,2,2.0,Appartement,16.0,1.0,0,0.0,12,2020,1306.3182553479016,1949.654455794119,44.3582426254,2.5672793892
1868997,Vente,217000.0,ALL,78200.0,MAGNANVILLE,78,354,0,1.0,Maison,77.0,4.0,1,381.0,2,2021,3898.308461763137,2751.726358287373,48.9681925896,1.68567158514
1506443,Vente,218850.0,RUE,94700.0,MAISONS-ALFORT,94,46,1,2.0,Appartement,34.0,2.0,0,0.0,12,2020,4926.049433240267,5495.598745591559,48.8063923267,2.43818248906
356523,Vente,450000.0,CHE,74140.0,MESSERY,74,180,0,1.0,Maison,93.0,4.0,1,345.0,8,2018,3373.649643804379,3914.7066514597855,46.3456509574,6.29932822194
996667,Vente,275000.0,AV,93420.0,VILLEPINTE,93,78,0,1.0,Maison,66.0,4.0,1,679.0,10,2019,3880.6996304966906,2804.1956439539213,48.9590202538,2.53630634206
1922914,Vente,281600.0,RUE,92400.0,COURBEVOIE,92,26,1,2.0,Appartement,40.0,2.0,0,0.0,12,2021,6936.362998841857,7453.695313151339,48.8984504771,2.25570587289
83562,Vente,200.0,RUE,21820.0,LABERGEMENT-LES-SEURRE,21,332,0,3.0,Dépendance,0.0,0.0,1,60.0,10,2018,1826.911242637207,977.7172294140348,46.9957329015,5.08792946182
508354,Vente,281500.0,RUE,4300.0,FORCALQUIER,4,88,0,1.0,Maison,100.0,4.0,1,880.0,9,2019,1905.281723539885,2129.729382863078,43.9599082374,5.7882827572
511594,Vente,87000.0,RUE,6100.0,NICE,6,88,1,2.0,Appartement,30.0,1.0,0,0.0,3,2019,3817.534555770113,3854.102619096477,43.7119992661,7.23826889465
1319477,Vente,283000.0,RUE,59123.0,BRAY-DUNES,59,107,0,1.0,Maison,175.0,4.0,1,301.0,6,2020,1968.1048385144584,2208.8922021771077,51.0730436867,2.52764870458
1896708,Vente,190000.0,RUE,85770.0,ILE-D ELLE (L ),85,111,0,1.0,Maison,109.0,4.0,1,527.0,2,2021,2419.145243798272,1472.069106161625,46.3334258655,-0.919100677098
1557967,Vente,53000.0,RUE,7110.0,BEAUMONT,7,29,0,1.0,Maison,80.0,5.0,1,125.0,7,2021,1816.8696290069329,1257.828125,44.5426503498,4.17181045381
967728,Vente,52857.0,RUE,88110.0,RAON-SUR-PLAINE,88,373,0,1.0,Maison,100.0,2.0,1,348.0,9,2019,1107.4869831155854,656.242409477449,48.5066764358,7.10986005227
164518,Vente,305000.0,RUE,35000.0,RENNES,35,238,0,1.0,Maison,103.0,4.0,1,147.0,10,2018,2200.0660652675783,3031.8985699487694,48.1119791219,-1.68186449144
1468569,Vente,67000.0,RUE,86200.0,LOUDUN,86,137,0,1.0,Maison,98.0,3.0,1,168.0,2,2020,1519.2502995298291,958.5999910609296,47.0098072856,0.0990443124673
296718,Vente,70200.0,RUE,62540.0,MARLES LES MINES,62,555,0,1.0,Maison,68.0,4.0,1,513.0,6,2018,1525.4338342350688,1134.4746108602233,50.5020046484,2.50636353506
975155,Vente,350000.0,RUE,91270.0,VIGNEUX SUR SEINE,91,657,0,1.0,Maison,107.0,6.0,1,393.0,8,2019,3141.1953876041293,3443.818075392752,48.7037445355,2.42793203784
845072,Vente,210000.0,RUE,65460.0,BAZET,65,72,0,1.0,Maison,117.0,6.0,1,625.0,5,2019,1559.2563819233624,1706.1366152529763,43.2907000893,0.0755201253689
1704140,Vente,116000.0,RES,40140.0,SOUSTONS,40,310,1,2.0,Appartement,31.0,2.0,0,0.0,10,2021,2663.581052280494,3551.19859878284,43.7498040758,-1.3280117155
647172,Vente,40000.0,RUE,32000.0,AUCH,32,13,1,2.0,Appartement,25.0,1.0,0,0.0,7,2019,1318.3576687437337,1465.9670954303274,43.6534300414,0.575190250459
539866,Vente,144500.0,BD,13015.0,MARSEILLE 15EME,13,215,0,1.0,Maison,60.0,5.0,1,529.0,7,2019,2905.757008219019,1743.3335246771308,43.358794754,5.363407897
81671,Vente,81500.0,RUE,21000.0,DIJON,21,231,3,2.0,Appartement,54.0,3.0,0,0.0,10,2018,1826.911242637207,2128.528029036041,47.3229437965,5.03788805877
144241,Vente,330000.0,IMP,33850.0,LEOGNAN,33,238,0,1.0,Maison,122.0,6.0,1,723.0,4,2018,2977.687078641681,3320.0351499374387,44.7191460436,-0.614707683753
420595,Vente,120000.0,ALL,86580.0,VOUNEUIL SOUS BIARD,86,297,0,1.0,Maison,68.0,3.0,1,323.0,4,2018,1424.1285841045656,1797.228739476076,46.5792555716,0.270706459664
1634970,Vente,117500.0,RUE,29540.0,SPEZET,29,278,0,1.0,Maison,76.0,3.0,1,515.0,9,2021,1895.38258333154,864.7517336258954,48.1857593376,-3.69132351095
219452,Vente,143500.0,RTE,45150.0,DARVOY,45,123,0,1.0,Maison,76.0,4.0,1,411.0,9,2018,1723.439177769915,1736.3911111425348,47.8524672479,2.08968604599
1190397,Vente,145000.0,RUE,34070.0,MONTPELLIER,34,172,2,2.0,Appartement,96.0,4.0,0,0.0,3,2020,2604.6969799701315,3257.97781155395,43.6134409138,3.86851657896
1057308,Vente,485000.0,RUE,6000.0,NICE,6,88,1,2.0,Appartement,120.0,5.0,0,0.0,2,2020,4002.1834503386026,4096.025444129326,43.7119992661,7.23826889465
875585,Vente,24400.0,RUE,72310.0,BESSE SUR BRAYE,72,35,0,1.0,Maison,67.0,3.0,1,144.0,9,2019,1394.879901208286,663.3444019345787,47.824274366,0.722121663384
880507,Vente,160000.0,CHE,73100.0,AIX LES BAINS,73,8,2,2.0,Appartement,56.0,3.0,0,0.0,3,2019,2998.695393727304,3146.746099002137,45.6978541675,5.90388626955
1186031,Vente,60000.0,RUE,33210.0,PREIGNAC,33,337,0,1.0,Maison,108.0,5.0,1,273.0,12,2020,3204.131244492545,1752.3024731256812,44.5701114534,-0.309617244092
1275922,Vente,190000.0,RTE,50380.0,SAINT-PAIR-SUR-MER,50,532,0,1.0,Maison,59.0,4.0,1,156.0,11,2020,1719.1843745438648,3083.261997980232,48.8023738223,-1.54696599127
1661490,Vente,470000.0,RUE,33700.0,MERIGNAC,33,281,0,1.0,Maison,91.0,4.0,1,500.0,11,2021,3392.8512634121525,3859.5661788878047,44.8322953289,-0.681733084891
1289953,Vente,83500.0,RUE,54000.0,NANCY,54,395,1,2.0,Appartement,54.0,2.0,0,0.0,7,2020,1668.699541329546,2186.8000585460345,48.6901995499,6.17588254434
82633,Vente,207000.0,RUE,21310.0,TROCHERES,21,644,0,1.0,Maison,109.0,5.0,1,402.0,6,2018,1826.911242637207,1768.3392904679354,47.3481781981,5.31468752935
552081,Vente,247000.0,RUE,13820.0,ENSUES-LA-REDONNE,13,33,0,1.0,Maison,70.0,3.0,1,81.0,4,2019,2905.757008219019,4208.533039709241,43.3536539601,5.19960307575
1528792,Vente,210000.0,IMP,75012.0,PARIS 12,75,112,2,2.0,Appartement,20.0,2.0,0,0.0,12,2020,10029.465888752233,9624.281448508476,48.8351562307,2.41980703497
524576,Vente,105000.0,AV,8000.0,CHARLEVILLE-MEZIERES,8,105,0,1.0,Maison,102.0,5.0,1,425.0,4,2019,1105.8797596661518,1214.7954760721952,49.7752965803,4.71724655966
137942,Vente,300660.0,CHE,33320.0,LE TAILLAN MEDOC,33,519,0,1.0,Maison,85.0,3.0,1,474.0,4,2018,2977.687078641681,3280.7428238634425,44.9111778103,-0.680843022546
1246399,Vente,212200.0,RUE,44230.0,ST SEBASTIEN SUR LOIRE,44,190,2,2.0,Appartement,66.0,4.0,0,0.0,12,2020,2812.51662790784,3363.5770225912465,47.2031024794,-1.4992042742
869933,Vente,112000.0,RUE,71210.0,MONTCHANIN,71,310,0,1.0,Maison,110.0,6.0,1,996.0,8,2019,1282.6666612828176,1222.4831958053092,46.7473169925,4.47424011768
1702165,Vente,109600.0,AV,40500.0,SAINT-SEVER,40,282,0,1.0,Maison,60.0,4.0,1,613.0,3,2021,2663.581052280494,1465.2919839567187,43.7612851719,-0.566351543475
1141769,Vente,174000.0,CHE,27710.0,ST GEORGES MOTEL,27,543,0,1.0,Maison,80.0,4.0,1,729.0,1,2020,1785.144051991805,1664.775489530819,48.7922570884,1.35958388782
1152858,Vente,269000.0,RUE,29200.0,BREST,29,19,0,1.0,Maison,120.0,7.0,1,729.0,1,2020,1675.4132547136371,1750.5508589845442,48.4004997828,-4.5027907853
184196,Vente,351200.0,ALL,38460.0,CHAMAGNIEU,38,67,0,1.0,Maison,115.0,4.0,1,862.0,9,2018,2176.092263880033,2615.16237348288,45.6881616804,5.16661541737
435285,Vente,35000.0,RUE,91130.0,RIS-ORANGIS,91,521,2,2.0,Appartement,31.0,2.0,0,0.0,11,2018,3070.8236620285943,2516.769699752558,48.6451939168,2.40793631766
622136,Vente,47180.0,RUE,29200.0,BREST,29,19,1,2.0,Appartement,33.0,1.0,0,0.0,8,2019,1539.5439712293175,1539.1982777488272,48.4004997828,-4.5027907853
1032064,Vente,250000.0,RUE,75017.0,PARIS 17,75,117,2,2.0,Appartement,28.0,2.0,0,0.0,6,2019,9376.98218434705,9337.380951064137,48.8873371665,2.30748555949
911153,Vente,214280.0,ALL,78330.0,FONTENAY LE FLEURY,78,242,2,2.0,Appartement,74.0,3.0,0,0.0,6,2019,3616.388670675279,3340.5063188703502,48.8177984988,2.04662335413
1704518,Vente,152100.0,LOT,40270.0,ST MAURICE SUR ADOUR,40,275,0,1.0,Maison,69.0,4.0,1,995.0,12,2021,2663.581052280494,2315.123153524812,43.7918644129,-0.466687909034
1951025,Vente,310000.0,RUE,75012.0,PARIS 12,75,112,1,2.0,Appartement,33.0,2.0,0,0.0,9,2021,10069.78022283118,9922.648118744144,48.8351562307,2.41980703497
1311386,Vente,467500.0,RUE,59491.0,VILLENEUVE-D'ASCQ,59,9,0,1.0,Maison,105.0,4.0,1,469.0,5,2020,1968.1048385144584,2881.957805392727,50.6324372393,3.1535257221
486440,Vente,210000.0,RUE,75015.0,PARIS 15,75,115,1,2.0,Appartement,24.0,1.0,0,0.0,1,2018,8800.865103410846,8949.956243529103,48.8401554186,2.29355937244
1346857,Vente,146000.0,RUE,62800.0,LIEVIN,62,510,0,1.0,Maison,87.0,5.0,1,279.0,6,2020,1613.3753532484357,1370.2005247997888,50.4242782538,2.77291885384
1219725,Vente,299300.0,IMP,38190.0,FROGES,38,175,0,1.0,Maison,90.0,4.0,1,261.0,6,2020,2369.9991952531614,3134.9356309008344,45.2651956551,5.92632272539
1313115,Vente,131000.0,RUE,59283.0,MONCHEAUX,59,408,0,3.0,Dépendance,0.0,0.0,1,30.0,8,2020,1968.1048385144584,2062.013366450453,50.456566302,3.08800670538
306977,Vente,127300.0,ALL,63110.0,BEAUMONT,63,32,2,2.0,Appartement,77.0,4.0,0,0.0,6,2018,1596.0993253728911,2031.205485267406,45.7498745868,3.08667875235
1703307,Vente,234000.0,AV,40200.0,MIMIZAN,40,184,0,1.0,Maison,110.0,4.0,1,467.0,7,2021,2663.581052280494,2935.528101959052,44.1890027231,-1.24571912607
1398394,Vente,137470.0,ALL,74960.0,ANNECY,74,10,2,2.0,Appartement,29.0,1.0,0,0.0,2,2020,3603.5595968978914,4156.002599399002,0.0,0.0
1177632,Vente,318000.0,CHE,33680.0,LE PORGE,33,333,0,1.0,Maison,98.0,5.0,1,655.0,6,2020,3204.131244492545,3120.8153940138336,44.867037132,-1.14092605911
718307,Vente,70000.0,BD,42300.0,ROANNE,42,187,3,2.0,Appartement,113.0,5.0,0,0.0,9,2019,1413.459443246409,1082.4207460425207,46.0449112487,4.0797045647
786938,Vente,208000.0,RUE,59800.0,LILLE,59,350,1,2.0,Appartement,50.0,2.0,0,0.0,7,2019,1878.2179066985084,3008.521568271885,50.6317183168,3.04783272312
314510,Vente,120000.0,ALL,64600.0,ANGLET,64,24,1,2.0,Appartement,25.0,1.0,0,0.0,7,2018,2405.437702208568,3596.0700672477524,43.4917846595,-1.51623373371
1673239,Vente,75000.0,AV,34400.0,LUNEL,34,145,1,2.0,Appartement,73.0,4.0,0,0.0,7,2021,2772.260140131778,3425.742305212918,43.6820481757,4.13566472301
566,Vente,55000.0,RUE,1000.0,BOURG-EN-BRESSE,1,53,1,2.0,Appartement,71.0,2.0,0,0.0,7,2018,2000.4901120239665,1473.5088116995666,46.2051520382,5.24602125501
1671193,Vente,276500.0,RUE,34770.0,GIGEAN,34,113,0,1.0,Maison,106.0,3.0,1,639.0,1,2021,2772.260140131778,3045.0707694004213,43.4940932526,3.72353998798
1008440,Vente,100000.0,CHE,95630.0,MERIEL,95,392,0,3.0,Dépendance,0.0,0.0,0,852.0,5,2019,3308.885973310055,3594.6396238292323,49.0771587262,2.21325051405
1120890,Vente,95000.0,RUE,21210.0,SAULIEU,21,584,0,1.0,Maison,74.0,4.0,1,687.0,6,2020,1986.8726668865795,1027.7139403056806,47.2840306915,4.23192469784
1754982,Vente,1.0,AV,54560.0,AUDUN-LE-ROMAN,54,29,0,3.0,Dépendance,0.0,0.0,1,26.0,2,2021,1793.9462163789826,2082.762821893894,49.3679143393,5.89363457214
1093977,Vente,264000.0,RUE,13560.0,SENAS,13,105,0,1.0,Maison,65.0,3.0,1,858.0,5,2020,3067.933841152668,2708.0121676690856,43.7446066018,5.08687884411
